order_id,item_name
data1_1000,Wheat Flour
data1_1000,Dishwashing Liquid
data1_1000,Pastry
data1_1000,Marker
data1_1001,Saree
data1_1001,Spinach
data1_1001,Face Wash
data1_1001,Energy Drink
data1_1001,Mixer Grinder
data1_1001,Fish
data1_1001,Apple
data1_1002,Cookies
data1_1002,Chicken Breast
data1_1002,Butter
data1_1002,Dress
data1_1003,Vitamins
data1_1003,Dishwashing Liquid
data1_1003,Apple
data1_1004,Pastry
data1_1004,Salt
data1_1004,Notebook
data1_1004,Tissue
data1_1005,Biscuits
data1_1005,Cookies
data1_1005,Energy Drink
data1_1005,Chicken Breast
data1_1006,Electric Kettle
data1_1006,Face Wash
data1_1006,Croissant
data1_1007,Electric Kettle
data1_1007,Soda
data1_1007,Earphones
data1_1008,Cookies
data1_1008,Wheat Flour
data1_1008,Onion
data1_1008,Phone Cover
data1_1008,Cooking Oil
data1_1008,Chicken Breast
data1_1009,Chocolate
data1_1009,Croissant
data1_1009,Sugar
data1_1010,Soda
data1_1010,Tea
data1_1010,Carrot
data1_1010,Yogurt
data1_1011,Milk
data1_1011,Soap
data1_1011,Chocolate
data1_1012,Energy Drink
data1_1012,Charger
data1_1012,Shampoo
data1_1012,Banana
data1_1013,Charger
data1_1013,Popcorn
data1_1013,Chicken Breast
data1_1014,Spinach
data1_1014,Rice
data1_1014,Earphones
data1_1014,Pain Reliever
data1_1014,Pen
data1_1015,Sugar
data1_1015,Lentils
data1_1015,Floor Cleaner
data1_1016,Tissue
data1_1016,Spinach
data1_1016,Shampoo
data1_1016,Coffee
data1_1016,Chocolate
data1_1016,Tea
data1_1016,Face Wash
data1_1017,Diapers
data1_1017,Notebook
data1_1017,Baby Food
data1_1017,Popcorn
data1_1017,Chocolate
data1_1017,Apple
data1_1018,Tea
data1_1018,Eggs
data1_1018,Saree
data1_1018,Fish
data1_1018,Vitamins
data1_1018,Biscuits
data1_1019,Tissue
data1_1019,Tomato
data1_1020,Mixer Grinder
data1_1020,Tea
data1_1020,Banana
data1_1020,Cake
data1_1020,Floor Cleaner
data1_1020,Shoes
data1_1020,Apple
data1_1021,Chocolate
data1_1021,Popcorn
data1_1021,Orange
data1_1021,Diapers
data1_1021,Pain Reliever
data1_1021,Shirt
data1_1021,Coffee
data1_1022,Dress
data1_1022,Croissant
data1_1022,Prawns
data1_1022,Juice
data1_1022,Shampoo
data1_1023,Rice
data1_1023,Lentils
data1_1023,Spices
data1_1023,Pastry
data1_1023,Tissue
data1_1024,Shampoo
data1_1024,Dress
data1_1024,Electric Kettle
data1_1025,Toilet Paper
data1_1025,Orange
data1_1025,Dishwashing Liquid
data1_1026,Chips
data1_1026,Wheat Flour
data1_1026,Energy Drink
data1_1026,Beef
data1_1026,Detergent
data1_1026,Tea
data1_1027,Chicken Breast
data1_1027,Bread
data1_1027,Potato
data1_1027,Shampoo
data1_1027,Toothpaste
data1_1028,Spinach
data1_1028,Croissant
data1_1028,Spices
data1_1028,Toothpaste
data1_1028,Sugar
data1_1029,Prawns
data1_1029,Marker
data1_1029,Salt
data1_1029,Dress
data1_1029,Toothpaste
data1_1030,Floor Cleaner
data1_1030,Educational Book
data1_1030,Pen
data1_1030,Detergent
data1_1031,Butter
data1_1031,Pasta
data1_1031,Toilet Paper
data1_1032,Salt
data1_1032,Fiction Book
data1_1032,Spices
data1_1033,Marker
data1_1033,Chips
data1_1033,Dress
data1_1034,Cooking Oil
data1_1034,Pasta
data1_1034,Shoes
data1_1034,Pastry
data1_1035,Jeans
data1_1035,Banana
data1_1035,Cookies
data1_1035,Beef
data1_1035,Phone Cover
data1_1035,Tea
data1_1036,Pastry
data1_1036,Yogurt
data1_1036,Spices
data1_1036,Toilet Paper
data1_1036,Soda
data1_1037,Electric Kettle
data1_1037,Pen
data1_1037,Popcorn
data1_1037,Diapers
data1_1037,Detergent
data1_1037,Shoes
data1_1037,Cookies
data1_1038,Eggs
data1_1038,Toilet Paper
data1_1038,Saree
data1_1038,Pen
data1_1038,Cheese
data1_1038,Electric Kettle
data1_1038,Tea
data1_1039,Salt
data1_1039,Baby Food
data1_1039,Dress
data1_1039,Pain Reliever
data1_1039,Detergent
data1_1039,Mixer Grinder
data1_1040,Orange
data1_1040,Cake
data1_1041,Pain Reliever
data1_1041,Yogurt
data1_1041,Banana
data1_1041,Phone Cover
data1_1041,Toilet Paper
data1_1041,Eggs
data1_1041,Popcorn
data1_1042,Prawns
data1_1042,Saree
data1_1043,Yogurt
data1_1043,Toilet Paper
data1_1043,Floor Cleaner
data1_1043,Shirt
data1_1043,Tissue
data1_1043,Earphones
data1_1043,Soda
data1_1044,Fish
data1_1044,Dress
data1_1044,Pastry
data1_1045,Apple
data1_1045,Salt
data1_1045,Cheese
data1_1045,Jeans
data1_1045,Electric Kettle
data1_1045,Chicken Breast
data1_1046,Fish
